story	human	generator
" No one dared to touch the tart before the arrival of His Majesty .  Meanwhile , something must be done to allay the universal impatience ,  and they resolved to show Mother Mitchel the gratitude with which all  hearts were filled . She was crowned with the laurel of _ conquerors _ ,  which is also the laurel of _ sauce _ , thus serving a double purpose .  Then they placed her , with her crutch and her cat , upon a sort of  throne , and carried her all round her vast work . Before her marched all  the musicians of the town , dancing , drumming , fifing , and tooting upon  all instruments , while behind her pressed an enthusiastic crowd , who  rent the air with their plaudits and filled it with a shower of caps .  Her fame was complete , and a noble pride shone on her countenance .  The royal procession arrived . A grand stairway had been built , so that  the King and his ministers could mount to the summit of this monumental  tart . Thence the King , amid a deep silence , thus addressed his people :  "" My children , "" said he , "" you adore tarts . You despise all other food .  If you could , you would even eat tarts in your sleep . Very well . Eat  as much as you like . Here is one big enough to satisfy you . But know  this , that while there remains a single crumb of this august tart , from  the height of which I am proud to look down on you , all other food is  forbidden you on pain of death . While you are here , I have ordered all  the pantries to be emptied and , all the butchers , bakers , pork milk  dealers , and fishmongers to shut up their shops . Why leave them open ?  Why indeed ? Have you not here at discretion what you love best , and  enough to last you ever , _ ever _ so long ? Devote yourselves to it with  all your hearts . I do not wish you to be bored with the sight of any  other food .  "" Greedy ones ! behold your TART ! ""  What enthusiastic applause . What frantic hurrahs rent the air , in  answer to this eloquent speech from the throne !  "" Long live the King , Mother Mitchel , and her cat ! Long live the tart !  Down with soup ! Down with bread ! To the bottom of the sea with all  beefsteaks , mutton chops , and roasts ! ""  Such cries came from every lip . Old men gently stroked their"	1	0
" Grave professors , skipping like kids , declaimed Latin verses in honour  of His Majesty and Mother Mitchel , and the shyest young girls opened  their mouths like the beaks of little birds . As for the doctors , they  felt a joy beyond expression . They had reflected . They understood .  But -- my friends!----  At last the signal was given . A detachment of the engineer corps  arrived , armed with pick and cutlass , and marched in good order to the  assault . A breach was soon opened , and the distribution began . The  King smiled at the opening in the tart ; though vast , it hardly showed  more than a mouse hole in the monstrous wall .  The King stroked his beard grandly . "" All goes well , "" said he , "" for him  who knows how to wait . ""  Who can tell how long the feast would have lasted if the King had not  given his command that it should cease ? Once more they expressed their  gratitude with cries so stifled that they resembled grunts , and then  rushed to the river . Never had a nation been so besmeared . Some were  daubed to the eyes , others had their ears and hair all sticky . As for  the little ones , they were marmalade from head to foot . When they  had finished their toilets , the river ran all red and yellow and was  sweetened for several hours , to the great surprise of all the fishes .  Before returning home , the people presented themselves before the King  to receive his commands .  "" Children ! "" said he , "" the feast will begin again exactly at six  o'clock . Give time to wash the dishes and change the tablecloths , and  you may once more give yourselves over to pleasure . You shall feast  twice a day as long as the tart lasts . Do not forget . Yes ! if there is  not enough in this one , I will even order ANOTHER from Mother Mitchel ;  for you know that great woman is indefatigable . Your happiness is my  only aim . "" ( Marks of universal joy and emotion . ) "" You understand ? Noon ,  and six o'clock ! There is no need for me to say be punctual ! Go , then ,  my children -- be happy ! ""  The second feast was as gay as the first , and as long . A pleasant  walk in the suburbs -- first exercise -- then a nap , had refreshed their  appetites and unlimbered their jaws . But the King fancied that the  breach made in the tart was a little"	1	0
" "" Why is this ? "" said he , with pretended indifference , to the court  physician .  "" Your Majesty , "" said the great Olibriers , "" a few weak stomachs ; that is  all . ""  On the next day there were larger empty spaces . The enthusiasm visibly  abated . The eighth day the crowd had diminished one half ; the ninth ,  three quarters ; the tenth day , of the thousand who came at first , only  two hundred remained ; on the eleventh day only one hundred ; and on the  twelfth -- alas ! who would have thought it?--a single one answered to  the call . Truly he was big enough . His body resembled a hogshead , his  mouth an oven , and his lips -- we dare not say what . He was known in the  town by the name of Patapouf . They dug out a fresh lump for him from  the middle of the tart . It quickly vanished in his vast interior , and  he retired with great dignity , proud to maintain the honour of his name  and the glory of the Greedy Kingdom .  But the next day , even he , the very last , appeared no more . The  unfortunate Patapouf had succumbed , and , like all the other  inhabitants of the country , was in a very bad way . In short , it was  soon known that the whole town had suffered agonies that night from  too much tart . Let us draw a veil over those hours of torture . Mother  Mitchel was in despair . Those ministers who had not guessed the secret  dared not open their lips . All the city was one vast hospital . No one  was seen in the streets but doctors and apothecaries ' boys , running  from house to house in frantic haste . It was dreadful ! Doctor Olibriers  was nearly knocked out . As for the King , he held his tongue and shut  himself up in his palace , but a secret joy shone in his eyes , to the  wonder of every one . He waited three days without a word .  The third day , the King said to his ministers :  "" Let us go now and see how my poor people are doing , and feel their  pulse a little . ""  The good King went to every house , without forgetting a single one . He  visited small and great , rich and poor .  "" Oh , oh ! Your Majesty , "" said all , "" the tart was good , but may we never  see it again ! Plague on that tart ! Better were dry bread"	1	0
" _ There is more of that tart ! _   "" What ! Your Majesty , _ must _ we eat it all ? ""  "" You _ must _ ! "" sternly replied the King ; "" you _ MUST _ ! By the immortal  beefsteaks ! not one of you shall have a slice of bread , and not a loaf  shall be baked in the kingdom while there remains a crumb of that  excellent tart ! ""  "" What misery ! "" thought these poor people . "" That tart forever ! ""  The sufferers were in despair . There was only one cry through all the  town : "" Ow ! ow ! ow ! "" For even the strongest and most courageous were in  horrible agonies . They twisted , they writhed , they lay down , they got  up . Always the inexorable colic . The dogs were not happier than their  masters ; even they had too much tart .  The spiteful tart looked in at all the windows . Built upon a height , it  commanded the town . The mere sight of it made everybody ill , and its  former admirers had nothing but curses for it now . Unhappily , nothing  they could say or do made it any smaller ; still formidable , it was a  frightful joke for those miserable mortals . Most of them buried their  heads in their pillows , drew their nightcaps over their eyes , and lay  in bed all day to shut out the sight of it . But this would not do ; they  knew , they felt it was there . It was a nightmare , a horrible burden , a  torturing anxiety .  In the midst of this terrible consternation the King remained  inexorable during eight days . His heart bled for his people , but the  lesson must sink deep if it were to bear fruit in future . When their  pains were cured , little by little , through fasting alone , and his  subjects pronounced these trembling words , "" We are hungry ! "" the King  sent them trays laden with -- the inevitable tart .  "" Ah ! "" cried they , with anguish , "" the tart again ! Always the tart , and  nothing but the tart ! Better were death ! ""  A few , who were almost famished , shut their eyes , and tried to eat  a bit of the detested food ; but it was all in vain -- they could not  swallow a mouthful .  At length came the happy day when the King , thinking their punishment  had been severe enough and could never be forgotten , believed them at  length cured"	1	0
They received it with as much rapture as the  Hebrews did the manna in the desert . They would gladly have had twice  as much , but after their long fast it would not have been prudent .  It was a proof that they had learned something already , that they  understood this .  The next day , more soup . This time the King allowed slices of bread in  it . How this good soup comforted all the town ! The next day there was a  little more bread in it and a little soup meat . Then for a few days the  kind Prince gave them roast beef and vegetables . The cure was complete .  The joy over this new diet was as great as ever had been felt for the  tart . It promised to last longer . They were sure to sleep soundly ,  and to wake refreshed . It was pleasant to see in every house tables  surrounded with happy , rosy faces , and laden with good nourishing food .  The Greedy people never fell back into their old ways . Their once  puffed - out , sallow faces shone with health ; they became , not fat , but  muscular , ruddy , and solid . The butchers and bakers reopened their  shops ; the pastry cooks and confectioners shut theirs . The country of  the Greedy was turned upside down , and if it kept its name , it was  only from habit . As for the tart , it was forgotten . To - day , in that  marvellous country , there can not be found a paper of sugarplums or a  basket of cakes . It is charming to see the red lips and the beautiful  teeth of the people . If they have still a king , he may well be proud to  be their ruler .  Does this story teach that tarts and pies should never be eaten ? No ;  but there is reason in all things .  The doctors alone did not profit by this great revolution . They could  not afford to drink wine any longer in a land where indigestion had  become unknown . The apothecaries were no less unhappy , spiders spun  webs over their windows , and their horrible remedies were no longer of  use .  Ask no more about Mother Mitchel . She was ridiculed without measure by  those who had adored her . To complete her misfortune , she lost her cat .  Alas for Mother Mitchel !  The King received the reward of his wisdom . His grateful people called  him neither Charles the Bold , nor Peter the Terrible , nor Louis the  Great , but always by the noble name of	1	0
"There is a doll in the story , but boys will      not mind this as there are also two turkey - gobblers and      a pewter dish full of Revolutionary bullets .  SUBMIT THOMPSON sat on the stone wall ; Sarah Adams , an erect , prim  little figure , ankle - deep in dry grass , stood beside it , holding  Thankful . Thankful was about ten inches long , made of the finest linen ,  with little rosy cheeks , and a fine little wig of flax . She wore a  blue wool frock and a red cloak . Sarah held her close . She even drew  a fold of her own blue homespun blanket around her to shield her from  the November wind . The sky was low and gray ; the wind blew from the  northeast , and had the breath of snow in it . Submit on the wall drew  her quilted petticoats close down over her feet , and huddled herself  into a small space , but her face gleamed keen and resolute out of the  depths of a great red hood that belonged to her mother . Her eyes were  fixed upon a turkey - gobbler ruffling and bobbing around the back door  of the Adams house . The two gambrel - roofed Thompson and Adams houses  were built as close together as if the little village of Bridgewater  were a city . Acres of land stretched behind them and at the other  sides , but they stood close to the road , and close to each other .  The narrow space between them was divided by a stone wall which was  Submit 's and Sarah 's trysting - place . They met there every day and  exchanged confidences . They loved each other like sisters -- neither of  them had an own sister -- but to - day a spirit of rivalry had arisen .  The tough dry blackberry vines on the wall twisted around Submit ; she  looked , with her circle of red petticoat , like some strange late flower  blooming out on the wall . "" I know he do n't , Sarah Adams , "" said she .  "" Father said he 'd weigh twenty pounds , "" returned Sarah , in a small ,  weak voice , which still had persistency in it .  "" I do n't believe he will . Our Thanksgiving turkey is twice as big . You  know he is , Sarah Adams . ""  "" No , I do n't , Submit Thompson . ""  "" Yes , you do . ""  Sarah lowered her chin , and shook her head with a decision that was  beyond words . She was a thin , delicate - looking little girl ,"	1	0
" Submit 's black eyes in the depths of it were like two sparks . She  nodded vehemently ; the gesture was not enough for her ; she nodded and  spoke together . "" Sarah Adams , "" said she , "" what will you give me if our  turkey is bigger than your turkey ? ""  "" It ai n't . ""  "" What will you give me if it is ? ""  Sarah stared at Submit . "" I do n't know what you mean , Submit Thompson , ""  said she , with a stately and puzzled air .  "" Well , I 'll tell you . If your turkey weighs more than ours I 'll give  you -- I'll give you my little work - box with the picture on the top , and  if our turkey weighs more than yours you give me---- What will you give  me , Sarah Adams ? ""  Sarah hung her flaxen head with a troubled air . "" I do n't know , "" said  she . "" I do n't believe I 've got anything mother would be willing to have  me give away . ""  "" There 's Thankful . Your mother would n't care if you gave her away . ""  Sarah started , and hugged Thankful closer . "" Yes , my mother would care ,  too , "" said she . "" Do n't you know my Aunt Rose from Boston made her and  gave her to me ? ""  Sarah 's beautiful young Aunt Rose from Boston was the special  admiration of both the little girls . Submit was ordinarily impressed by  her name , but now she took it coolly .  "" What if she did ? "" she returned . "" She can make another . It 's just made  out of a piece of old linen , anyhow . My work - box is real handsome ; but  you can do just as you are a mind to . ""  "" Do you mean I can have the work - box to keep ? "" inquired Sarah .  "" Course I do , if your turkey 's bigger . ""  Sarah hesitated . "" Our turkey is bigger anyhow , "" she murmured . "" Do n't  you think I ought to ask mother , Submit ? "" she inquired suddenly .  "" No ! What for ? I do n't see anything to ask your mother for . She wo n't  care anything about that rag doll . ""  "" Ai n't you going to ask your mother about the work - box ? ""  "" No , "" replied Submit stoutly . "" It 's mine ; my grandmother gave it to me . "" "	1	0
" Well , I  do n't care ,  she added , finally .  "" Will you ? ""  "" Yes . ""  "" When 's yours going to be killed ? ""  "" This afternoon . ""  "" So 's ours . Then we 'll find out . ""  Sarah tucked Thankful closer under her shawl . "" I know our turkey is  biggest , "" said she . She looked very sober , although her voice was  defiant . Just then the great turkey came swinging through the yard . He  held up his head proudly and gobbled . His every feather stood out in  the wind . He seemed enormous -- a perfect giant among turkeys . "" _ Look _ at  him ! "" said Sarah , edging a little closer to the wall ; she was rather  afraid of him .  "" He ai n't half so big as ours , "" returned Submit , stoutly ; but her heart  sank . The Thompson turkey did look very large .  "" Submit ! Submit ! "" called a voice from the Thompson house .  Submit slowly got down from the wall . "" His feathers are a good deal  thicker than ours , "" she said , defiantly , to Sarah .  "" Submit , "" called the voice , "" come right home ! I want you to pare apples  for the pies . Be quick ! ""  "" Yes , marm , "" Submit answered back , in a shrill voice ; "" I 'm coming ! ""  Then she went across the yard and into the kitchen door of the Thompson  house , like a red robin into a nest . Submit had been taught to obey her  mother promptly . Mrs. Thompson was a decided woman .  Sarah looked after Submit , then she gathered Thankful closer , and  also went into the house . Her mother , as well as Mrs. Thompson , was  preparing for Thanksgiving . The great kitchen was all of a pleasant  litter with pie plates and cake pans and mixing bowls , and full of  warm , spicy odours . The oven in the chimney was all heated and ready  for a batch of apple and pumpkin pies . Mrs. Adams was busy sliding them  in , but she stopped to look at Sarah and Thankful . Sarah was her only  child .  "" Why , what makes you look so sober ? "" said she .  "" Nothing , "" replied Sarah . She had taken off her blanket , and sat in one  of the straight - backed kitchen chairs , holding Thankful .  "" You look dreadful sober , "" said her mother . "" Are"	1	0
"Do you feel  chilly ? ""  "" No , marm . Mother , how much do you suppose our turkey weighs ? ""  "" I believe father said he 'd weigh about twenty pounds . You are sure you  do n't feel chilly ? ""  "" No , marm . Mother , do you suppose our turkey weighs more than Submit 's ? ""  "" How do you suppose I can tell ? I ai n't set eyes on their turkey  lately . If you feel well , you 'd better sit up to the table and stone  that bowl of raisins . Put your dolly away , and get your apron . ""  But Sarah stoned raisins with Thankful in her lap , hidden under her  apron . She was so full of anxiety that she could not bear to put her  away . Suppose the Thompson turkey should be larger , and she should lose  Thankful -- Thankful that her beautiful Aunt Rose had made for her ?  Submit , over in the Thompson house , had sat down at once to her apple  paring . She had not gone into the best room to look at the work - box  whose possession she had hazarded . It stood in there on the table ,  made of yellow satiny wood , with a sliding lid ornamented with a  beautiful little picture . Submit had a certain pride in it , but her  fear of losing it was not equal to her hope of possessing Thankful .  Submit had never had a doll , except a few plebeian ones , manufactured  secretly out of corncobs , whom it took more imagination than she  possessed to admire .  Gradually all emulation over the turkeys was lost in the naughty  covetousness of her little friend and neighbour 's doll . Submit felt  shocked and guilty , but she sat there paring the Baldwin apples , and  thinking to herself : "" If our turkey is only bigger , if it only is ,  then -- I shall have Thankful . "" Her mouth was pursed up and her eyes  snapped . She did not talk at all , but pared very fast .  Her mother looked at her . "" If you do n't take care , you 'll cut your  fingers , "" said she . "" You are in too much of a hurry . I suppose you want  to get out and gossip with Sarah again at the wall , but I ca n't let you  waste any more time to - day . There , I told you you would ! ""  Submit had cut her thumb quite severely . She choked a little when her  mother tied it up , and put on"	1	0
"  And Submit did not let the tears fall . She came from a brave race .  Her great - grandfather had fought in the Revolution ; his sword and  regimentals were packed in the fine carved chest in the best  room . Over the kitchen shelf hung an old musket with which her  great - grandmother , guarding her home and children , had shot an Indian .  In a little closet beside the chimney was an old pewter dish full of  homemade Revolutionary bullets , which Submit and her brothers had for  playthings . A little girl who played with Revolutionary bullets ought  not to cry over a cut thumb .  Submit finished paring the apples after her thumb was tied up , although  she was rather awkward about it . Then she pounded spices in the mortar ,  and picked over cranberries . Her mother kept her busy every minute  until dinnertime . When Submit 's father and her two brothers , Thomas and  Jonas , had come in , she began on the subject nearest her heart .   Father , "" said she , "" how much do you think our Thanksgiving turkey will  weigh ? ""  Mr. Thompson was a deliberate man . He looked at her a minute before  replying . "" Seventeen or eighteen pounds , "" replied he .  "" Oh , Father ! do n't you think he will weigh twenty ? "" Mr. Thompson shook  his head .  "" He do n't begin to weigh so much as the Adams ' turkey , "" said Jonas .  "" Their turkey weighs twenty pounds . ""  "" Oh , Thomas ! do you think their turkey weighs more than ours ? "" cried  Submit .  Thomas was her elder brother ; he had a sober , judicial air like his  father . "" Their turkey weighs considerable more than ours , "" said he .  Submit 's face fell .  "" You are not showing a right spirit , "" said her mother , severely . "" Why  should you care if the Adams ' turkey does weigh more ? I am ashamed of  you ! ""  Submit said no more . She ate her dinner soberly . Afterward she wiped  dishes while her mother washed . All the time she was listening . Her  father and brothers had gone out ; presently she started . "" Oh , Mother ,  they 're killing the turkey ! "" said she .  "" Well , do n't stop while the dishes are hot , if they are , "" returned her  mother .  Submit wiped obediently , but as soon as the dishes were set away , she  stole out in the barn"	1	0
" "" Not till to - night , "" said her father .  "" Submit ! "" called her mother .  Submit went in and swept the kitchen floor . It was an hour after  that , when her mother was in the south room , getting it ready for her  grandparents , who were coming home to Thanksgiving -- they had been on a  visit to their youngest son -- that Submit crept slyly into the pantry .  The turkey lay there on the broad shelf before the window . Submit  looked at him . She thought he was small . "" He was ' most all feathers , ""  she whispered , ruefully . She stood looking disconsolately at the  turkey . Suddenly her eyes flashed and a red flush came over her face .  It was as if Satan , coming into that godly new England home three days  before Thanksgiving , had whispered in her ear .  Presently Submit stole softly back into the kitchen , set a chair before  the chimney cupboard , climbed up , and got the pewter dish full of  Revolutionary bullets . Then she stole back to the pantry and emptied  the bullets into the turkey 's crop . Then she got a needle and thread  from her mother 's basket , sewed up the crop carefully , and set the  empty dish back in the cupboard . She had just stepped down out of the  chair when her brother Jonas came in .  "" Submit , "" said he , "" let 's have one game of odd or even with the  bullets . ""  "" I am too busy , "" said Submit . "" I 've got to spin my stint . ""  "" Just one game . Mother wo n't care . ""  "" No ; I ca n't . ""  Submit flew to her spinning wheel in the corner . Jonas , still  remonstrating , strolled into the pantry .  "" I do n't believe mother wants you in there , "" Submit said anxiously .  "" See here , Submit , "" Jonas called out in an eager voice , "" I 'll get  the steelyards , and we 'll weigh the turkey . We can do it as well as  anybody . ""  Submit left her spinning wheel . She was quite pale with trepidation  when Jonas and she adjusted the turkey in the steelyards . What if those  bullets should rattle out ? But they did not .  "" He weighs twenty pounds and a quarter , "" announced Jonas , with a gasp ,  after peering anxiously at the figures . "" He 's the biggest turkey that  was ever raised in these parts . "" "	1	0
" When Mr. Thompson and Thomas came home at twilight there was a deal of  talk over the turkey .  "" The Adams ' turkey does n't weigh but nineteen pounds , "" Jonas announced .  "" Sarah was out there when they weighed him , and she ' most cried . ""  "" I think Sarah and Submit and all of you are very foolish about it , ""  said Mrs. Thompson severely . "" What difference does it make if one  weighs a pound or two more than the other , if there is enough to go  round ? ""  "" Submit looks as if she was sorry ours weighed the most now , "" said  Jonas .  "" My thumb aches , "" said Submit .  "" Go and get the balm of Gilead bottle , and put some more on , "" ordered  her mother .  That night when she went to bed she could not say her prayers . When she  woke in the morning it was with a strange , terrified feeling , as if she  had climbed a wall into some unknown dreadful land . She wondered if  Sarah would bring Thankful over ; she dreaded to see her coming , but she  did not come . Submit herself did not stir out of the house all that day  or the next , and Sarah did not bring Thankful until next morning .  They were all out in the kitchen about an hour before dinner .  Grandfather Thompson sat in his old armchair at one corner of the  fireplace , Grandmother Thompson was knitting , and Jonas and Submit were  cracking butternuts . Submit was a little happier this morning . She  thought Sarah would never bring Thankful , and so she had not done so  much harm by cheating in the weight of the turkey .  There was a tug at the latch of the kitchen door ; it was pushed open  slowly and painfully , and Sarah entered with Thankful in her arms .  She said not a word to anybody , but her little face was full of woe .  She went straight to Submit , and laid Thankful in her lap ; then she  turned and fled with a great sob . The door slammed after her . All the  Thompsons stopped and looked at Submit .  "" Submit , what does this mean ? "" her father asked .  Submit looked at him , trembling .  "" Speak , "" said he .  "" Submit , mind your father , "" said Mrs. Thompson .  "" What did she bring you the doll baby for ? "" asked Grandmother Thompson .  "" Sarah --- was going to give me Thankful if ---"	1	0
"Even at  eighty he was the recognized head of the house . He was a wonderful  old man , tall and soldierly , and full of a grave dignity . He looked at  Submit , and she shrank .  "" Do you know , "" said he , "" that you have been conducting yourself like  unto the brawlers in the taverns and ale - houses ? ""  "" Yes , sir , "" murmured Submit , although she did not know what he meant .  "" No godly maid who heeds her elders will take part in any such foolish  and sinful wager , "" her grandfather continued .  Submit arose , hugging Thankful convulsively . She glanced wildly at her  great - grandmother 's musket over the shelf . The same spirit that had  aimed it at the Indian possessed her , and she spoke out quite clearly :  "" Our turkey did n't weigh the most , "" said she . "" I put the Revolutionary  bullets in his crop . ""  There was silence . Submit 's heart beat so hard that Thankful quivered .  "" Go upstairs to your chamber , Submit , "" said her mother , "" and you need  not come down to dinner . Jonas , take that doll and carry it over to the  Adams ' house . ""  Submit crept miserably out of the room , and Jonas carried Thankful  across the yard to Sarah .  Submit crouched beside her little square window set with tiny panes of  glass , and watched him . She did not cry . She was very miserable , but  confession had awakened a salutary smart in her soul , like the balm of  Gilead on her cut thumb . She was not so unhappy as she had been . She  wondered if her father would whip her , and she made up her mind not to  cry if he did .  After Jonas came back she still crouched at the window . Exactly  opposite in the Adams ' house was another little square window , and that  lighted Sarah 's chamber . All of a sudden Sarah 's face appeared there .  The two little girls stared pitifully at each other . Presently Sarah  raised her window , and put a stick under it ; then Submit did the same .  They put their faces out , and looked at each other a minute before  speaking . Sarah 's face was streaming with tears .  "" What you crying for ? "" called Submit softly .  "" Father sent me up here 'cause it is sinful to -- make bets , and Aunt  Rose has come , and I ca n't have any -- Thanksgiving dinner , """	1	0
" I put the Revolutionary bullets  in the turkey to make it weigh more than yours . Yours weighed the most .  If mother thinks it 's right , I 'll give you the work - box .   "" I don't -- want it , "" sobbed Sarah . "" I 'm dreadful sorry you 've got to  stay up there , and ca n't have any dinner , Submit . ""  Answering tears sprang to Submit 's eyes . "" I 'm dreadful sorry you 've got  to stay up there , and ca n't have any dinner , "" she sobbed back .  There was a touch on her shoulder . She looked around and there stood  the grandmother . She was trying to look severe , but she was beaming  kindly on her . Her fat , fair old face was as gentle as the mercy that  tempers justice ; her horn spectacles and her knitting needles and the  gold beads on her neck all shone in the sunlight .  "" You had better come downstairs , child , "" said she . "" Dinner 's ' most  ready , and mebbe you can help your mother . Your father is n't going  to whip you this time , because you told the truth about it , but you  must n't ever do such a dreadful wicked thing again . ""  "" No , I wo n't , "" sobbed Submit . She looked across , and there beside  Sarah 's face in the window was another beautiful smiling one . It had  pink cheeks and sweet black eyes and black curls , among which stood a  high tortoise - shell comb .  "" Oh , Submit ! "" Sarah called out , joyfully , "" Aunt Rose says I can go down  to dinner ! ""  "" Grandmother says I can ! "" called back Submit .  The beautiful smiling face opposite leaned close to Sarah 's for a  minute .  "" Oh , Submit ! "" cried Sarah , "" Aunt Rose says she will make you a doll  baby like Thankful , if your mother 's willing ! ""  "" I guess she 'll be willing if she 's a good girl , "" called Grandmother  Thompson .  Submit looked across a second in speechless radiance . Then the faces  vanished from the two little windows , and Submit and Sarah went down to  their Thanksgiving dinners .  BEETLE RING 'S THANKSGIVING MASCOT      Beetle Ring had the reputation of being the toughest      lumber camp on the river . The boys were certainly      rough , and rather hard drinkers , but their hearts were      in the right place , after all .  SIX months of idleness following"	1	0
"It had answered its purpose as a makeshift in  the warm weather , but now , in late November , and with the terrible  northern winter coming swiftly on , it was small wonder the young  lumberman had been discouraged as he tried to forecast the future .  His strength had returned , however , and lately something of his old  courage , for he had found work . It was fifteen miles away , to be sure ,  and in "" Beetle Ring "" lumber camp , the camp that bore the reputation  of being the roughest on the Featherstone , but it was work . He was  earning something , and might hope soon to move his family into a  habitable house and civilization .  But his position at Beetle Ring was not an enviable one . The men  took scant pains to conceal their dislike for the young fellow who  steadfastly refused to "" chip in "" when the camp jug was sent to the  Skylark , the nearest saloon , some miles down the river , and who  invariably declined to join in the camp 's numerous sprees . But Bennett  worked on quietly .  And in the meantime to the old shack in the woods the baby had come -- in  the bleak November weather .  Night was settling down over the woods . An old half - breed woman was  tending the fire in the one room of the shack , and on the wretched bed  lay a fair - faced woman , the young wife and mother , who looked wistfully  out at the bleak woods , white with the first snow , then turned her wan ,  pale face toward the tiny bundle at her side .  "" Your pappy will come to - night , baby , "" she said , softly . "" It 's  Saturday , and your pappy will come to - night , sure . "" She drew the covers  more closely , and tucked them carefully about the small figure .  "" Mend the fire , Lisette , please . It 's cold . And , Lisette , please watch  out down the road . Sometimes Joe comes early Saturdays . ""  The old woman shook her head and muttered over the little pile of wood ,  but she fed the fire , and then turned and looked down the long white  trail .  "" No Joe yet , "" she said , with a sympathetic glance toward the bed . She  looked at the thick gray clouds , and added , "" Heap snow soon . ""  But the night came down and the evening passed , while the women  waited anxiously . It was near midnight when the wife 's"	1	0
"The resolute swing and  bearing of the lumberman -- that had returned as he regained his  strength -- were gone . He clumped across the room unsteadily on a pair  of rude crutches , his left foot swathed in bandages -- a big , ungainly  bundle .  "" What is it , Joe ? "" the wife asked anxiously .  "" Just more of my precious luck , that 's all , Nannie . "" He threw off the  old box coat and heavy cap , brushed the melting snow from his hair  and beard , and without waiting to warm his chilled hands at the fire ,  hobbled to the bed and bent over the woman and the tiny bundle .  "" Are you all right , Nan ? "" he asked anxiously .  "" All right , Joe ; but I 've been so worried ! ""  "" And the baby , Nan ? ""  The wife gently pushed back the covers and proudly brought to view a  tiny pink and puckered face . "" Fine , Joe . She 's just as fine , is n't she ? ""  A proud , happy light flickered for a moment in the man 's eyes as  he stooped to kiss the tiny face ; then he shut his teeth hard and  swallowed suddenly .  "" What is it , Joe ? "" his wife asked , looking at the rudely bandaged foot .  "" Cut it -- nigh half off , and hurt the bone . It 'll be weeks before I can  do a stroke of work again . It means -- I do n't know what , and I dare n't  think what , Nannie . The cook sewed it up . "" He glowered at the injured  member savagely .  His wife 's face grew paler still , but she only asked tenderly , "" How did  you ever get here , Joe ? ""  "" Rode one of Pose Breem 's hosses -- his red roan . ""  "" Fifteen miles on horseback with that foot ? I should have thought it  would have killed you , Joe . ""  "" I had to come , Nan , "" said the lumberman . "" I did n't know how you were  getting on , and I had to come . ""  "" I did n't suppose they 'd let you have a horse , any of 'em , now  sleighing 's come . ""  "" They wouldn't -- if I 'd asked 'em . They do n't seem to like me very well ,  and I did n't ask . ""  His wife 's big , wistful eyes were turned upon him in quick alarm . "" I 'm  scared"	1	0
"I 've sent the horse back by Pikepole Pete . He 'll  have him back before morning -- Pose wo n't miss him till then -- and I  wrote a note explaining . Pose will be mad some , but he 'll get over it . ""  The young lumberman listened uneasily to the storm , which was  increasing , looked at his wife 's pale face a moment , and added :  "" I had to come , Nan . I just had to . ""  But the woman was only half reassured . "" If anything should happen , "" she  said , "" if he should n't get it back , they 'd think you -- you stole it ,  and---- ""  "" There , there , Nan ! "" broke in her husband , "" do n't be crossing bridges .  Pete'll take the horse back . I 've done the fellow lots of favours , and  he wo n't go back on me . Do n't worry , girl ! ""  He moved the bandaged foot and winced , but not from the pain of the  wound . The hard look grew deeper on his face . "" I 'm down on my luck ,  Nan , "" he said , hopelessly . "" There 's no use trying . Everything 's against  me , everything -- following me like grim death . And grim death , "" he  jerked the words out harshly , "" is like to be the end of it , here in  this old shack that 's not fit to winter hogs in , let alone humans .  There 's not wood enough cut to last a week . You 'll freeze , Nan , you and  the baby , and I'm -- just nothing . ""  He took two silver dollars from his pocket , and said , almost savagely ,  "" There 's what we 've got to winter on , and me crippled . ""  But his wife put her hand on his softly . "" Do n't you give up so , Joe , ""  she said . And presently she added : "" Next Thursday 's Thanksgiving . We 've  seen hard times , and we may see harder , but I never knew Thanksgiving  to come yet without something to be thankful for -- never . ""  Outside the storm continued , fine snow sifting down rapidly . "" Pikepole  Pete "" found stiff work facing it , and bent low over the red roan 's neck .  "" Blue blazes ! "" he muttered . "" Bennett 's a good fellow all right , and  he 's hurt ; but if he had n't nigh saved my life twice he could get this "	1	0
