story	generated
"Many trials  and experiments followed and then Paul invented the two - man saw .  The first saw was made from a strip trimmed off in making Big Joe 's  dinner horn and was long enough to reach across a quarter section , for  Paul could never think in smaller units . This saw worked all right in a  level country , in spite of the fact that all the trees fell back on the  saw , but in rough country only the trees on the hill tops were cut .  Trees in the valleys were cut off in the tops and in the pot holes the  saw passed over the trees altogether .  It took a good man to pull this saw in heavy timber when Paul was  working on the other end . Paul used to say to his fellow sawyer , "" I  do n't care if you ride the saw , but please do n't drag your feet . "" A  couple of cousins of Big Ole 's were given the job and did so well that  ever afterward in the Lake States the saw crews have generally been  Scandinavians .  It was after this that Paul had Big Ole make the "" Down - Cutter . "" This was  a rig like a mowing machine . They drove around eight townships and cut a  swath 500 feet wide .         *        *        *        *        *  THE Winter of the Deep Snow everything was buried . Paul had to dig down  to find the tops of the tallest White Pines . He had the snow dug away  around them and lowered his sawyers down to the base of the trees . When  the tree was cut off he hauled it to the surface with a long parbuckle  chain to which Babe , mounted on snowshoes , was hitched . It was  impossible to get enough stove pipe to reach to the top of the snow , so  Paul had Big Ole make stovepipe by boring out logs with a long six - inch  auger .  The year of the Two Winters they had winter all summer and then in the  fall it turned colder . One day Big Joe set the boiling coffeepot on the  stove and it froze so quick that the ice was hot . That was right after  Paul had built the Great Lakes and that winter they froze clear to the  bottom . They never would have thawed out if Paul had not chopped out the  ice and hauled it out on shore for the sun to melt . He finally got all  the ice thawed but he had to put in all new fish .  The next spring was the year the rain came"	0
Babe had to learn to eat pancakes  like Benny . That was the time Paul used the straw hats for an emergency  ration .  When Paul 's drive came down , folks in the settlements were astonished to  see all the river - pigs wearing huge straw hats . The reason for this was  soon apparent . When the fodder ran out every man was politely requested  to toss his hat into the ring . Hundreds of straw hats were used to make  a lunch for Babe .         *        *        *        *        *  TALK about a job for Paul Bunyan ! In 1913 the site of Westwood was  primeval forest , sixty mountainous miles from the nearest railroad .  Tractors , trucks and hundreds of horses freighted in materials before  the railroad was extended and when the future residents arrived the town  was complete to the last detail .  Not a shack in the town . Modern houses , sanitary sewers , waterworks ,  electricity , grade and high schools , hospital , church , clubs , up - to - date  department store , cafeteria , dairy , packing house , and cold storage ,  theatre , soda fountains , garage and ball park -- the 5,400 citizens of  Westwood enjoy comfortable homes , good schools , year ' round employment  at good wages , low living costs , and form one of the most - up - and - coming  communities in the progressive State of California .         *        *        *        *        *  LUCY , Paul Bunyan 's cow , was not , so far as we can learn , related in any  way to either Babe or Benny . Statements that she was their mother are  without basis in fact . The two oxen had been in Paul 's possession for a  long time before Lucy arrived on the scene .  No reliable data can be found as to the pedigree of this remarkable  dairy animal . There are no official records of her butter - fat production  nor is it known where or how Paul got her .  Paul always said that Lucy was part Jersey and part wolf . Maybe so . Her  actions and methods of living seemed to justify the allegation of wolf  ancestry , for she had an insatiable appetite and a roving disposition .  Lucy ate everything in sight and could never be fed at the same camp  with Babe or Benny . In fact , they quit trying to feed her at all but let  her forage her own living . The Winter of the Deep Snow , when even the  tallest White Pines were buried , Brimstone Bill outfitted Lucy with a  set of Babe	0
" In spite of short rations she gave enough milk to keep six men busy  skimming the cream . If she had been kept in a barn and fed regularly she  might have made a milking record . When she fed on the evergreen trees  and her milk got so strong of White Pine and Balsam that the men used it  for cough medicine and linament , they quit serving the milk on the table  and made butter out of it . By using this butter to grease the logging  roads when the snow and ice thawed off , Paul was able to run his logging  sleds all summer .         *        *        *        *        *  THE family life of Paul Bunyan , from all accounts , has been very happy .  A charming glimpse of Mrs. Bunyan is given by Mr. E. S. Shepard of  Rhinelander , Wis. , who tells of working in Paul 's camp on Round River in  ' 62 , the Winter of the Black Snow . Paul put him wheeling prune pits away  from the cook camp . After he had worked at this job for three months  Paul had him haul them all back again as Mrs. Bunyan , who was cooking at  the camp , wanted to use them to make the hot fires necessary to cook her  famous soft nosed pancakes .  Mrs. Bunyan , at this time used to call the men to dinner by blowing into  a woodpecker hole in an old hollow stub that stood near the door . In  this stub there was a nest of owls that had one short wing and flew in  circles . When Mr. Shepard made a sketch of Paul , Mrs. Bunyan , with  wifely solicitude for his appearance , parted Paul 's hair with a handaxe  and combed it with an old crosscut saw .  From other sources we have fragmentary glimpses of Jean , Paul 's youngest  son . When Jean was three weeks old he jumped from his cradle one night  and seizing an axe , chopped the four posts out from under his father 's  bed . The incident greatly tickled Paul , who used to brag about it to any  one who would listen to him . "" The boy is going to be a great logger some  day , "" he would declare with fatherly pride .  The last we heard of Jean he was working for a lumber outfit in the  South , lifting logging trains past one another on a single track  railroad .         *        *        *        *        *  IT is no picnic to tackle the wilderness and turn the very forest itself  into a commercial commodity delivered at the market ."	0
"Being a pioneer he had to invent all his stuff as he went along .  Many a time his plans were upset by the mistakes of some swivel - headed  strawboss or incompetent foreman . The winter of the blue snow , Shot  Gunderson had charge in the Big Tadpole River country . He landed all of  his logs in a lake and in the spring when ready to drive he boomed the  logs three times around the lake before he discovered there was no  outlet to it . High hills surrounded the lake and the drivable stream was  ten miles away . Apparently the logs were a total loss .  Then Paul came on the job himself and got busy . Calling in Sourdough  Sam , the cook who made everything but coffee out of sourdough , he  ordered him to mix enough sourdough to fill the big watertank . Hitching  Babe to the tank , he hauled it over and dumped it into the lake . When it  "" riz "" , as Sam said , a mighty lava - like stream poured forth and carried  the logs over the hills to the river . There is a landlocked lake in  Northern Minnesota that is called "" Sourdough Lake "" to this day .  Chris Crosshaul was a careless cuss . He took a big drive down the  Mississippi for Paul and when the logs were delivered in the New Orleans  boom it was found that he had driven the wrong logs . The owners looked  at the barkmarks and refused to accept them . It was up to Paul to drive  them back upstream .  No one but Paul Bunyan would ever tackle a job like that . To drive logs  upstream is impossible , but if you think a little thing like an  impossibility could stop him , you do n't know Paul Bunyan . He simply fed  Babe a good big salt ration and drove him to the upper Mississippi to  drink . Babe drank the river dry and sucked all the water upstream . The  logs came up river faster than they went down .         *        *        *        *        *  BIG Ole was the Blacksmith at Paul 's headquarters camp on the Big Onion .  Ole had a cranky disposition but he was a skilled workman . No job in  iron or steel was too big or too difficult for him . One of the cooks  used to make doughnuts and have Ole punch the holes . He made the griddle  on which Big Joe cast his pancakes , and the dinner horn that blew down  ten acres of pine . Ole was the only man who could shoe Babe or Benny .  Every time he made"	0
"Babe cast a shoe while  making a hard pull one day , and it was hurled for a mile and tore down  forty acres of pine and injured eight Swedes that were swamping out  skidways . Ole was also a mechanic and built the Downcutter , a rig like a  mowing machine that cut down a swath of trees 500 feet wide .         *        *        *        *        *  IN the early days , whenever Paul Bunyan was broke between logging  seasons , he travelled around like other lumberjacks doing any kind of  pioneering work he could find . He showed up in Washington about the time  The Puget Construction Co. was building Puget Sound and Billy Puget was  making records moving dirt with droves of dirt throwing badgers . Paul  and Billy got into an argument over who had shovelled the most . Paul got  mad and said he 'd show Billy Puget and started to throw the dirt back  again . Before Billy stopped him he had piled up the San Juan Islands .         *        *        *        *        *  WHEN a man gets the reputation in the woods of being a "" good man "" it  refers only to physical prowess . Frequently he is challenged to fight by  "" good men "" from other communities .  There was Pete Mufraw . "" You know Joe Mufraw ? "" "" Oui , two Joe Mufraw , one  named Pete . "" That 's the fellow . After Pete had licked everybody between  Quebec and Bay Chaleur he started to look for Paul Bunyan . He bragged  all over the country that he had worn out six pair of shoe - pacs looking  for Paul . Finally he met up with him .  Paul was plowing with two yoke of steers and Pete Mufraw stopped at the  brush - fence to watch the plow cut its way right through rocks and  stumps . When they reached the end of the furrow Paul picked up the plow  and the oxen with one arm and turned them around . Pete took one look and  then wandered off down the trail muttering , "" Hox an ' hall ! She 's lift  hox an ' hall . ""         *        *        *        *        *  PAUL Bunyan started travelling before the steam cars were invented . He  developed his own means of transportation and the railroads have never  been able to catch up . Time is so valuable to Paul he has no time to  fool around at sixty miles an hour .  In the early days he rode on the back of Babe , the Big Blue Ox . This had  it 's difficulties because he had"	0
"He started from  Minnesota for Westwood one Spring morning . There was still snow in the  woods so Paul wore his snowshoes . He soon ran out of the snow belt but  kept right on without reducing speed . Crossing the desert the heat  became oppressive , his mackinaws grew heavy and the snowshoes dragged  his feet but it was too late to turn back .  When he arrived in California he discovered that the sun and hot sand  had warped one of his shoes and pulled one foot out of line at every  step , so instead of travelling on a bee line and hitting Westwood  exactly , he came out at San Francisco . This made it necessary for him to  travel an extra three hundred miles north . It was late that night when  he pulled into Westwood and he had used up a whole day coming from  Minnesota .  Paul 's fast foot work made him a "" good man on the round stuff "" and in  spite of his weight he had no trouble running around on the floating  logs , even the small ones . It was said that Paul could spin a log till  the bark came off and then run ashore on the bubbles . He once threw a  peavy handle into the Mississippi at St. Louis and standing on it , poled  up to Brainerd , Minnesota . Paul was a "" white water bucko "" and rode water  so rough it would tear an ordinary man in two to drink out of the river .         *        *        *        *        *  JOHNNY Inkslinger was Paul 's headquarters clerk . He invented bookkeeping  about the time Paul invented logging . He was something of a genius and  perfected his own office appliances to increase efficiency . His fountain  pen was made by running a hose from a barrel of ink and with it he could  "" daub out a walk "" quicker than the recipient of the pay - off could tie  the knot in his tussick rope .  One winter Johnny left off crossing the "" t 's "" and dotting the "" i 's "" and  saved nine barrels of ink . The lumberjacks accused him of using a split  pencil to charge up the tobacco and socks they bought at the wanagan but  this was just bunkshanty talk ( is this the origin of the classic term  "" the bunk "" ? ) for Johnny never cheated anyone .         *        *        *        *        *  HAVE you ever encountered the Mosquito of the North Country ? You thought  they were pretty well developed animals with keen appetites did n't you ?  Then you can appreciate what Paul"	0
Now they rarely  weigh more than a pound or measure more than fourteen or fifteen inches  from tip to tip .  Paul had to keep his men and oxen in the camps with doors and windows  barred . Men armed with pike - poles and axes fought off the insects that  tore the shakes off the roof in their efforts to gain entrance . The big  buck mosquitoes fought among themselves and trampled down the weaker  members of the swarm and to this alone Paul Bunyan and his crew owe  their lives .  Paul determined to conquer the mosquitoes before another season arrived .  He thought of the big Bumble Bees back home and sent for several yoke of  them . These , he hoped would destroy the mosquitoes . Sourdough Sam  brought out two pair of the bees , overland on foot . There was no other  way to travel for the flight of the beasts could not be controlled .  Their wings were strapped with surcingles , they checked their stingers  with Sam and walking shoes were provided for them . Sam brought them  through without losing a bee .  The cure was worse than the original trouble . The Mosquitoes and the  Bees made a hit with each other . They soon intermarried and their  off - spring , as often happens , were worse than their parents . They had  stingers fore - and - aft and could get you coming or going .  Their bee blood caused their downfall in the long run . Their craving for  sweets could only be satisfied by sugar and molasses in large  quantities , for what is a flower to an insect with a ten - gallon stomach ?  One day the whole tribe flew across Lake Superior to attack a fleet of  ships bringing sugar to Paul 's camps . They destroyed the ships but ate  so much sugar they could not fly and all were drowned .  One pair of the original bees were kept at headquarters camp and  provided honey for the pancakes for many years .         *        *        *        *        *  IF Paul Bunyan did not invent Geography he created a lot of it . The  Great Lakes were first constructed to provide a water hole for Babe the  Big Blue Ox . Just what year this work was done is not known but they  were in use prior to the Year of the Two Winters .  The Winter Paul Bunyan logged off North Dakota he hauled water for his  ice roads from the Great Lakes . One day when Brimstone Bill had Babe  hitched to one of the old water tanks and was making his early morning  trip , the tank sprung a	0
"This was the beginning of the  Mississippi River and the truth of this is established by the fact that  the old Mississippi is still flowing .  The cook 's in Paul 's camps used a lot of water and to make things handy ,  they used to dig wells near the cook shanty . At headquarters on the Big  Auger , on top of the hill near the mouth of the Little Gimlet , Paul dug  a well so deep that it took all day for the bucket to fall to the water ,  and a week to haul it up . They had to run so many buckets that the well  was forty feet in diameter . It was shored up with tamarac poles and when  the camp was abandoned Paul pulled up this cribbing . Travellers who have  visited the spot say that the sand has blown away until 178 feet of the  well is sticking up into the air , forming a striking landmark .         *        *        *        *        *  WHAT is camp without a dog ? Paul Bunyan loved dogs as well as the next  man but never would have one around that could not earn its keep . Paul 's  dogs had to work , hunt or catch rats . It took a good dog to kill the  rats and mice in Paul 's camps for the rodents picked up scraps of the  buffalo milk pancakes and grew to be as big as two year old bears .  Elmer , the moose terrier , practiced up on the rats when he was a small  pup and was soon able to catch a moose on the run and finish it with one  shake . Elmer loafed around the cook camp and if the meat supply happened  to run low the cook would put the dog out the door and say , "" Bring in a  moose . "" Elmer would run into the timber , catch a moose and bring it in  and repeat the performance until , after a few minutes work , the cook  figured he had enough for a mess and would call the dog in .  Sport , the reversible dog , was really the best hunter . He was part wolf  and part elephant hound and was raised on bear milk . One night when  Sport was quite young , he was playing around in the horse barn and Paul ,  mistaking him for a mouse , threw a hand axe at him . The axe cut the dog  in two but Paul , instantly realizing what had happened , quickly stuck  the two halves together , gave the pup first aid and bandaged him up .  With careful nursing the dog soon recovered and then"	0
"Because of this he never tired and  anything he started after got caught . Sport never got his full growth .  While still a pup he broke through four feet of ice on Lake Superior and  was drowned .  As a hunter , Paul would make old Nimrod himself look like a city dude  lost from his guide . He was also a good fisherman . Oldtimers tell of  seeing Paul as a small boy , fishing off the Atlantic Coast . He would  sail out early in the morning in his three - mast schooner and wade back  before breakfast with his boat full of fish on his shoulder .  About this time he got his shot gun that required four dishpans full of  powder and a keg of spikes to load each barrel . With this gun he could  shoot geese so high in the air they would spoil before reaching the  ground .  Tracking was Paul 's favorite sport and no trail was too old or too dim  for him to follow . He once came across the skeleton of a moose that had  died of old age and , just for curiosity , picked up the tracks of the  animal and spent the whole afternoon following its trail back to the  place where it was born .  The shaggy dog that spent most of his time pretending to sleep in front  of Johnny Inkslinger 's counter in the camp office was Fido , the watch  dog . Fido was the bug - bear ( not bearer , just bear ) of the greenhorns .  They were told that Paul starved Fido all winter and then , just before  payday , fed him all the swampers , barn boys and student bull - cooks . The  very marrow was frozen in their heads at the thought of being turned  into dog food . Their fears were groundless for Paul would never let a  dog go hungry or mistreat a human being . Fido was fed all the watch  peddlers , tailors ' agents , and camp inspectors and thus served a very  useful purpose .         *        *        *        *        *  WHEN Paul Bunyan took up efficiency engineering he went at the job with  all his customary thoroughness . He did not fool around clocking the crew  with a stop watch , counting motions and deducting the ones used for  borrowing chews , going for drinks , dodging the boss and preparing for  quitting time . He decided to cut out labor altogether .  "" What 's the use , "" said Paul , "" of all this sawing , swamping , skidding ,  decking , grading and icing roads , loading , hauling and landing ? The "	0
This simplified matters and made the work a lot easier . Six trips  a day , six days a week just cleaned up a township for section 37 was  never hauled back to the woods on Saturday night but was left on the  landing to wash away in the early spring when the drive went out .  Documentary evidence of the truth of this is offered by the United  States government surveys . Look at any map that shows the land  subdivisions and you will never find a township with more than  thirty - six sections .  The foregoing statement , previously published , has caused some  controversy . Mr. T. S. Sowell of Miami , Florida wrote to us citing the  townships in his State that have sections numbered 37 to 40 . He said  that the government survey had been complicated by the old Spanish land  grants . We put the matter up to Paul Bunyan and from his camp near  Westwood came this reply :      Red River Advertising Department .       Dear Sir : Yes sir , I remember those sections and a lot of       bother they made me too . One winter when I was starting the       White Pine business and snaking sections down to the Atlantic       Ocean , a man from Florida came along and ordered a bunch of       sections delivered down to his place . He wanted to see if he       could grow the same kind of White Pine down there . I yarded out       a nice bunch of sections and next summer when my drive was in       and I was n't busy I took a crew of Canada Boys and Mainites and       poled them down the coast . When I come to collect they said       this man was gone looking for a Fountain of Youth or some fool       thing .       I do n't know what luck he had with his White Pine ranch . I       never seen them again . I had a lot of other things to tend to       and clean forgot it till you sent me Mr. Sowell 's letter . Maybe       that man was a Spaniard I do n't know .                                           Yours respectively ,                                                          P. BUNYAN .         *        *        *        *        *  FROM 1917 to 1920 Paul Bunyan was busy toting the supplies and building  camps for a bunch of husky young fellow - Americans who had a contract on  the other side of the Atlantic , showing a certain prominent European  ( who is now logging in Holland ) how they log in the United States .  After his service overseas with the A. E. F. , Paul could n't get back to  the States quick enough . Airplanes were too slow so Paul embarked in his 	0
" As he shoved off from France , Paul sent a wireless to New York but  passed the Statue of Liberty three lengths ahead of the message . From  New York to Westwood he travelled on skis . When the home folks asked him  if the Allegheney Mountains and the Rockies had bothered him , Paul  replied , "" I did n't notice any mountains but the trail was a little bumpy  in a couple of spots . ""         *        *        *        *        *  BACK in the early days , when his camps were so far from anywhere that  the wolves following the tote - teams got lost in the woods , Paul Bunyan  made no attempt to keep in touch with the trade . What 's the use when  every letter that comes in is about things that happened the year  before ?  Since he came to Westwood Paul has renewed old friendships , formed new  ones and kept close contact with the world . Everyone expects great  things of Paul Bunyan and with the Red River outfit back of him he has  the chance of his life to make good . Continuous production keeps a full  assortment of stock on hand . Customers in all parts of America find  Westwood a dependable source of supply .  Here is an instance . This old friend of Paul 's , a prominent furniture  manufacturer in the Lake States , was disappointed because an item he  wanted for immediate shipment was not in stock in the grade and  thickness required . He wrote the letter shown below and was given an  explanation of the facts in the case in the accompanying reply .         *        *        *        *        *    PAUL    BUNYAN 'S    PINE    CALIFORNIA WHITE    _ And _ SUGAR PINES  "" _ Specified where economy is a vital factor , or where the best is used  regardless of cost . _ ""    WHITE FIR    INCENSE CEDAR  "" _ The old - fashioned White Pine our grandfathers used ! _ ""  How often have you wished for it , the soft , even textured , easy - working  wood that took so well and weathered the years without a warp or a  check ?       Here it is , friends , better than ever,--clear plank 48 inches       wide if you want them . Red River products excel in workmanship ,       precise cutting , perfect seasoning . YARD STOCKS , all items and       grades , boards , dimension , moldings , lath and sidings . FACTORY       LUMBER , sash and door cuttings and industrial cuttings for any       requirement . BOX SHOOKS and crate stocks of every description .       SASH AND DOORS , standard and"	0
"He tried to beg off  that morning , for he was very busy , but she would not let him . So he  began :  "" Well , once there was a little pig-- ""  She put her hand over his mouth and stopped him at the word . She said  she had heard little pig - stories till she was perfectly sick of them .  "" Well , what kind of story _ shall _ I tell , then ? ""  "" About Christmas . It 's getting to be the season . It 's past Thanksgiving  already . ""  "" It seems to me , "" her papa argued , "" that I 've told as often about  Christmas as I have about little pigs . ""  "" No difference ! Christmas is more interesting . ""  "" Well ! "" Her papa roused himself from his writing by a great effort .  "" Well , then , I 'll tell you about the little girl that wanted it  Christmas every day in the year . How would you like that ? ""  "" First - rate ! "" said the little girl ; and she nestled into comfortable  shape in his lap , ready for listening .  "" Very well , then , this little pig -- Oh , what are you pounding me for ? ""  "" Because you said little pig instead of little girl . ""  "" I should like to know what 's the difference between a little pig and a  little girl that wanted it Christmas every day ! ""  "" Papa , "" said the little girl , warningly , "" if you do n't go on , I 'll  _ give _ it to you ! "" And at this her papa darted off like lightning , and  began to tell the story as fast as he could .    Well , once there was a little girl who liked Christmas so much that    she wanted it to be Christmas every day in the year ; and as soon as    Thanksgiving was over she began to send postal - cards to the old    Christmas Fairy to ask if she might n't have it . But the old fairy    never answered any of the postals ; and after a while the little girl    found out that the Fairy was pretty particular , and would n't notice    anything but letters -- not even correspondence cards in envelopes ; but    real letters on sheets of paper , and sealed outside with a    monogram -- or your initial , anyway . So , then , she began to send her    letters ; and in about three weeks -- or just the day before Christmas ,    it was -- she got a"	0
"She just resolved to keep it to    herself , and surprise everybody with it as it kept coming true ; and    then it slipped out of her mind altogether .    She had a splendid Christmas . She went to bed early , so as to let    Santa Claus have a chance at the stockings , and in the morning she was    up the first of anybody and went and felt them , and found hers all    lumpy with packages of candy , and oranges and grapes , and pocket - books    and rubber balls , and all kinds of small presents , and her big    brother 's with nothing but the tongs in them , and her young lady    sister 's with a new silk umbrella , and her papa 's and mamma 's with    potatoes and pieces of coal wrapped up in tissue - paper , just as they    always had every Christmas . Then she waited around till the rest of    the family were up , and she was the first to burst into the library ,    when the doors were opened , and look at the large presents laid out on    the library - table -- books , and portfolios , and boxes of stationery , and    breastpins , and dolls , and little stoves , and dozens of handkerchiefs ,    and ink - stands , and skates , and snow - shovels , and photograph - frames ,    and little easels , and boxes of water - colors , and Turkish paste , and    nougat , and candied cherries , and dolls ' houses , and waterproofs -- and    the big Christmas - tree , lighted and standing in a waste - basket in the    middle .    She had a splendid Christmas all day . She ate so much candy that she    did not want any breakfast ; and the whole forenoon the presents kept    pouring in that the expressman had not had time to deliver the night    before ; and she went round giving the presents she had got for other    people , and came home and ate turkey and cranberry for dinner , and    plum - pudding and nuts and raisins and oranges and more candy , and then    went out and coasted , and came in with a stomach - ache , crying ; and her    papa said he would see if his house was turned into that sort of    fool 's paradise another year ; and they had a light supper , and pretty    early everybody went to bed cross .  Here the little girl pounded her papa in the back , again .  "" Well , what now ? Did I say pigs ? ""  "" You made them _ act _ like pigs . ""  """	0
"  Her father went on :    The little girl slept very heavily , and she slept very late , but she    was wakened at last by the other children dancing round her bed with    their stockings full of presents in their hands .     What is it ? "" said the little girl , and she rubbed her eyes and tried    to rise up in bed .    "" Christmas ! Christmas ! Christmas ! "" they all shouted , and waved their    stockings .    "" Nonsense ! It was Christmas yesterday . ""    Her brothers and sisters just laughed . "" We do n't know about that . It 's    Christmas to - day , anyway . You come into the library and see . ""    Then all at once it flashed on the little girl that the Fairy was    keeping her promise , and her year of Christmases was beginning . She    was dreadfully sleepy , but she sprang up like a lark -- a lark that had    overeaten itself and gone to bed cross -- and darted into the library .    There it was again ! Books , and portfolios , and boxes of stationery ,    and breastpins--  "" You need n't go over it all , papa ; I guess I can remember just what was  there , "" said the little girl .    Well , and there was the Christmas - tree blazing away , and the family    picking out their presents , but looking pretty sleepy , and her father    perfectly puzzled , and her mother ready to cry . "" I 'm sure I do n't see    how I 'm to dispose of all these things , "" said her mother , and her    father said it seemed to him they had had something just like it the    day before , but he supposed he must have dreamed it . This struck the    little girl as the best kind of a joke ; and so she ate so much candy    she did n't want any breakfast , and went round carrying presents , and    had turkey and cranberry for dinner , and then went out and coasted ,    and came in with a--  "" Papa ! ""  "" Well , what now ? ""  "" What did you promise , you forgetful thing ? ""  "" Oh ! oh yes ! ""    Well , the next day , it was just the same thing over again , but    everybody getting crosser ; and at the end of a week 's time so many    people had lost their tempers that you could pick up lost tempers    anywhere ; they perfectly strewed the ground . Even when people tried to    recover their tempers they usually got somebody else"	0
"So it went on and    on , and it was Christmas on St. Valentine 's Day and Washington 's    Birthday , just the same as any day , and it did n't skip even the First    of April , though everything was counterfeit that day , and that was    some _ little _ relief .    After a while coal and potatoes began to be awfully scarce , so many    had been wrapped up in tissue - paper to fool papas and mammas with .    Turkeys got to be about a thousand dollars apiece--  "" Papa ! ""  "" Well , what ? ""  "" You 're beginning to fib . ""  "" Well , _ two _ thousand , then . ""    And they got to passing off almost anything for turkeys -- half - grown    humming - birds , and even rocs out of the _ Arabian Nights_--the real    turkeys were so scarce . And cranberries -- well , they asked a diamond    apiece for cranberries . All the woods and orchards were cut down for    Christmas - trees , and where the woods and orchards used to be it    looked just like a stubble - field , with the stumps . After a while they    had to make Christmas - trees out of rags , and stuff them with bran ,    like old - fashioned dolls ; but there were plenty of rags , because    people got so poor , buying presents for one another , that they    could n't get any new clothes , and they just wore their old ones to    tatters . They got so poor that everybody had to go to the poor - house ,    except the confectioners , and the fancy - store keepers , and the    picture - book sellers , and the expressmen ; and _ they _ all got so rich    and proud that they would hardly wait upon a person when he came to    buy . It was perfectly shameful !    Well , after it had gone on about three or four months , the little    girl , whenever she came into the room in the morning and saw those    great ugly , lumpy stockings dangling at the fire - place , and the    disgusting presents around everywhere , used to just sit down and    burst out crying . In six months she was perfectly exhausted ; she    could n't even cry any more ; she just lay on the lounge and rolled her    eyes and panted . About the beginning of October she took to sitting    down on dolls wherever she found them -- French dolls , or any kind -- she    hated the sight of them so ; and by Thanksgiving she was crazy , and    just slammed her presents"	0
"They    flung them over the fence , or through the window , or anything ; and ,    instead of running their tongues out and taking great pains to write    "" For dear Papa , "" or "" Mamma , "" or "" Brother , "" or "" Sister , "" or "" Susie , "" or    "" Sammie , "" or "" Billie , "" or "" Bobbie , "" or "" Jimmie , "" or "" Jennie , "" or    whoever it was , and troubling to get the spelling right , and then    signing their names , and "" Xmas , 18 - - , "" they used to write in the    gift - books , "" Take it , you horrid old thing ! "" and then go and bang it    against the front door . Nearly everybody had built barns to hold their    presents , but pretty soon the barns overflowed , and then they used to    let them lie out in the rain , or anywhere . Sometimes the police used    to come and tell them to shovel their presents off the sidewalk , or    they would arrest them .  "" I thought you said everybody had gone to the poor - house , "" interrupted  the little girl .  "" They did go , at first , "" said her papa ; "" but after a while the  poor - houses got so full that they had to send the people back to their  own houses . They tried to cry , when they got back , but they could n't  make the least sound . ""  "" Why could n't they ? ""  "" Because they had lost their voices , saying ' Merry Christmas ' so much .  Did I tell you how it was on the Fourth of July ? ""  "" No ; how was it ? "" And the little girl nestled closer , in expectation of  something uncommon .    Well , the night before , the boys stayed up to celebrate , as they    always do , and fell asleep before twelve o'clock , as usual , expecting    to be wakened by the bells and cannon . But it was nearly eight o'clock    before the first boy in the United States woke up , and then he found    out what the trouble was . As soon as he could get his clothes on he    ran out of the house and smashed a big cannon - torpedo down on the    pavement ; but it did n't make any more noise than a damp wad of paper ;    and after he tried about twenty or thirty more , he began to pick them    up and look at them . Every single torpedo was a big raisin ! Then"	0
"Some men got together before night , with a little powder    that had n't turned into purple sugar yet , and they said they would    fire off _ one _ cannon , anyway . But the cannon burst into a thousand    pieces , for it was nothing but rock - candy , and some of the men nearly    got killed . The Fourth of July orations all turned into Christmas    carols , and when anybody tried to read the Declaration , instead of    saying , "" When in the course of human events it becomes necessary , "" he    was sure to sing , "" God rest you , merry gentlemen . "" It was perfectly    awful .  The little girl drew a deep sigh of satisfaction .  "" And how was it at Thanksgiving ? ""  Her papa hesitated . "" Well , I 'm almost afraid to tell you . I 'm afraid  you 'll think it 's wicked . ""  "" Well , tell , anyway , "" said the little girl .    Well , before it came Thanksgiving it had leaked out who had caused all    these Christmases . The little girl had suffered so much that she had    talked about it in her sleep ; and after that hardly anybody would play    with her . People just perfectly despised her , because if it had not    been for her greediness it would n't have happened ; and now , when it    came Thanksgiving , and she wanted them to go to church , and have    squash - pie and turkey , and show their gratitude , they said that all    the turkeys had been eaten up for her old Christmas dinners , and if    she would stop the Christmases , they would see about the gratitude .    Was n't it dreadful ? And the very next day the little girl began to    send letters to the Christmas Fairy , and then telegrams , to stop it .    But it did n't do any good ; and then she got to calling at the Fairy 's    house , but the girl that came to the door always said , "" Not at home , ""    or "" Engaged , "" or "" At dinner , "" or something like that ; and so it went    on till it came to the old once - a - year Christmas Eve . The little girl    fell asleep , and when she woke up in the morning--  "" She found it was all nothing but a dream , "" suggested the little girl .  "" No , indeed ! "" said her papa . "" It was all every bit true ! ""  "" Well , what _ did _ she find out , then ? """	0
" "" You sha'n't go if you 're going to leave it _ so _ ! ""  "" How do you want it left ? ""  "" Christmas once a year . ""  "" All right , "" said her papa ; and he went on again .    Well , there was the greatest rejoicing all over the country , and it    extended clear up into Canada . The people met together everywhere , and    kissed and cried for joy . The city carts went around and gathered up    all the candy and raisins and nuts , and dumped them into the river ;    and it made the fish perfectly sick ; and the whole United States , as    far out as Alaska , was one blaze of bonfires , where the children were    burning up their gift - books and presents of all kinds . They had the    greatest _ time _ !    The little girl went to thank the old Fairy because she had stopped    its being Christmas , and she said she hoped she would keep her promise    and see that Christmas never , never came again . Then the Fairy    frowned , and asked her if she was sure she knew what she meant ; and    the little girl asked her , Why not ? and the old Fairy said that now    she was behaving just as greedily as ever , and she 'd better look out .    This made the little girl think it all over carefully again , and she    said she would be willing to have it Christmas about once in a    thousand years ; and then she said a hundred , and then she said ten ,    and at last she got down to one . Then the Fairy said that was the good    old way that had pleased people ever since Christmas began , and she    was agreed . Then the little girl said , "" What 're your shoes made of ? ""    And the Fairy said , "" Leather . "" And the little girl said , "" Bargain 's    done forever , "" and skipped off , and hippity - hopped the whole way home ,    she was so glad .  "" How will that do ? "" asked the papa .  "" First - rate ! "" said the little girl ; but she hated to have the story  stop , and was rather sober . However , her mamma put her head in at the  door , and asked her papa :  "" Are you never coming to breakfast ? What have you been telling that  child ? ""  "" Oh , just a moral tale . ""  The little girl caught him around the neck again .  "" _ We"	0
