story	generated
"Greater and greater grew his stature as he went  northwards and ever more kingly his mien . Now he took baronies at  a stride and now counties and came again to the snow - white frozen  lands where the wolves came out to meet him and , draping himself  anew with old grey clouds , strode through the gates of his invincible  home , two old ice barriers swinging on pillars of ice that had never  known the sun .  So the town was left to Spring . And she peered about to see  what she could do with it . Presently she saw a dejected dog coming  prowling down the road , so she sang to him and he gambolled . I saw  him next day strutting by with something of an air . Where there were  trees she went to them and whispered , and they sang the arboreal  song that only trees can hear , and the green buds came peeping out as  stars while yet it is twilight , secretly one by one . She went to gardens  and awaked from dreaming the warm maternal earth . In little patches  bare and desolate she called up like a flame the golden crocus , or its  purple brother like an emperor 's ghost . She gladdened the graceless  backs of untidy houses , here with a weed , there with a little grass .  She said to the air , "" Be joyous . ""  Children began to know that daisies blew in unfrequented corners .  Buttonholes began to appear in the coats of the young men . The work  of Spring was accomplished .  HOW THE ENEMY CAME TO THLUNRANA  It had been prophesied of old and foreseen from the ancient days that  its enemy would come upon Thlunrana . And the date of its doom was  known and the gate by which it would enter , yet none had prophesied  of the enemy who he was save that he was of the gods though he dwelt  with men . Meanwhile Thlunrana , that secret lamaserai , that chief  cathedral of wizardry , was the terror of the valley in which it stood  and of all lands round about it . So narrow and high were the windows  and so strange when lighted at night that they seemed to regard men  with the demoniac leer of something that had a secret in the dark . Who  were the magicians and the deputy - magicians and the great arch - wizard  of that furtive place nobody knew , for they went veiled and hooded and  cloaked completely in black .  Though her doom was close upon her and the enemy of prophecy  should come that very night through the open ,
"	0
" "" As I was saying , ma'am , "" continued Mrs. Watkinson , "" we never give  parties . We leave all sinful things to the vain and foolish . My  daughter Jane has been telling me , that she heard this morning of a  party that is going on tonight at the widow St. Leonard 's . It is only  fifteen years since her husband died . He was carried off with a three  days ' illness , but two months after they were married . I have had a  domestic that lived with them at the time , so I know all about it . And  there she is now , living in an elegant house , and riding in her  carriage , and dressing and dashing , and giving parties , and enjoying  life , as she calls it . Poor creature , how I pity her ! Thank heaven ,  nobody that I know goes to her parties . If they did I would never wish  to see them again in my house . It is an encouragement to folly and  nonsense -- and folly and nonsense are sinful . Do not you think so ,  ma'am ? ""  "" If carried too far they may certainly become so , "" replied Mrs.  Morland .  "" We have heard , "" said Edward , "" that Mrs. St. Leonard , though one of  the ornaments of the gay world , has a kind heart , a beneficent spirit  and a liberal hand . ""  "" I know very little about her , "" replied Mrs. Watkinson , drawing up her  head , "" and I have not the least desire to know any more . It is well  she has no children ; they 'd be lost sheep if brought up in her fold .  For my part , ma'am , "" she continued , turning to Mrs. Morland , "" I am  quite satisfied with the quiet joys of a happy home . And no mother has  the least business with any other pleasures . My innocent babes know  nothing about plays , and balls , and parties ; and they never shall . Do  they look as if they had been accustomed to a life of pleasure ? ""  They certainly did not ! for when the Morlands took a glance at them ,  they thought they had never seen youthful faces that were less gay ,  and indeed less prepossessing .  There was not a good feature or a pleasant expression among them all .  Edward Morland recollected his having often read "" that childhood is  always lovely . "" But he saw that the juvenile Watkinsons were an  exception to the rule .  "" The first duty
"	0
" But about noontide I entered a wood close by the stream , a beech - wood ,  intending to rest myself ; the herbage was thin and scattered there ,  sprouting up from amid the leaf - sheaths and nuts of the beeches , which  had fallen year after year on that same spot ; the outside boughs swept  low down , the air itself seemed green when you entered within the  shadow of the branches , they over - roofed the place so with tender  green , only here and there showing spots of blue .  But what lay at the foot of a great beech tree but some dead knight in  armour , only the helmet off ? A wolf was prowling round about it , who  ran away snarling when he saw me coming .  So I went up to that dead knight , and fell on my knees before him ,  laying my head on his breast , for it was Arnald . He was quite cold ,  but had not been dead for very long ; I would not believe him dead , but  went down to the stream and brought him water , tried to make him  drink - what would you ? He was as dead as Swanhilda : neither came there  any answer to my cries that afternoon but the moaning of the wood  doves in the beeches . So then I sat down and took his head on my  knees , and closed the eyes , and wept quietly while the sun sank lower .  But a little after sunset I heard a rustle through the leaves , that  was not the wind , and looking up my eyes met the pitying eyes of that  maiden .  Something stirred rebelliously within me ; I ceased weeping , and said :  "" It is unjust , unfair : What right had Swanhilda to live ? Did not God  give her up to us ? How much better was he than ten Swanhildas ?  And look you -- See !   He is DEAD . ""  Now this I shrieked out , being mad ; and though I trembled when I saw  some stormy wrath that vexed her very heart and loving lips , gathering  on her face , I yet sat there looking at her and screaming , screaming ,  till all the place rang .  But when growing hoarse and breathless I ceased ; she said , with  straitened brow and scornful mouth : "" So ! Bravely done ! Must I then ,  though I am a woman , call you a liar , for saying God is unjust ? You to  punish her , had not God then punished her already ? How many times when
"	0
" And the fire - pit to seem now a very small burning , and to give no great  light up to us ; and we neither to be abled to see very clear of the  Gorge bottom , in that the haze of the fumes and the smoke was in the air  of the Gorge , and made uncertainty ; and we to be nowise proper free of  the smoke , even where we did be .  And we watched , very set with anxiousness and fearful expecting of the  monster ; and did be both yet lost of breath , and the Maid that she made  her words something broken for a little while .  And lo ! in a moment , Naani cried out very low and sharp that the thing  did come ; and I to see a moving of somewhat , in the same instant , in the  Gorge that lay upon the upward side of the fire - pit .  And immediately I saw the great and monster head of the Beast come  forward into the shine from the pit ; and the head did be of a blotched  white , and to have the eyes upon great stalks that came from the forward  part of the head ; and the stalks to be set downward , so that the eyes  lookt upon the bottom parts of the Gorge . And surely this doth be very  horrid - seeming to the mind of this age , but yet to have a less  strangeness unto the two of us that had seen many horrid sights , as you  do know .  And as the Monster came forward the more into the light , I saw that the  great and utter mighty bulk did be all of that same whiteness , that did  be so set over with blotchings and a seeming of unhealth . But , truly the  colour was proper to a creature that did abide in so great a darkness ,  as you shall say , yet had those Slugs that we did see , been black and  shining , for the most , as I have told ; and this to be as I saw , and I  not to heed here that I try unto explainings in this place ; else should  I be never eased of my task , as you do see .  And the Monster Slug came onward , and as it did go , it set the stalks of  the eyes in among the boulders , as that it did search ; swayed now this  way and now that way , from side to side of the Gorge , and alway it  pushed the stalks of the eyes inward among the boulders ; and so to go
"	0
" When the tale of the castle and those great towers was done , the wind  that blew from the snow touched all the hearers ; they had seemed to be  away by the bank of the Ebro in the heat and light of Spain , and now  the vast night stripped them and the peaks seemed to close round on  them . They wrapped themselves in blankets and lay down in their  shelters . For a while they heard the wind waving branches and the thump  of a horse 's hoof restless at night ; then they all slept except one  that guarded the captive , and the captive himself who long lay thinking  and thinking .  Dawn stole through the wood and waked none of the sleepers ; the birds  all shouted at them , still they slept on ; and then the captive 's guard  wakened Morano and he stirred up the sparks of the fire and cooked , and  they breakfasted late . And soon they left the wood and faced the bleak  slope , all of them going on foot and leading their horses .  And the track crawled on till it came to the scorn of the peaks ,  winding over a shoulder of the Pyrenees , where the peaks gaze cold and  contemptuous away from the things of man .  In the presence of those that bore them company Rodriguez and Morano  felt none of the deadly majesty of those peaks that regard so awfully  over the solitudes . They passed through them telling cheerfully of wars  the four knights had known : and descended and came by sunset to the  lower edge of the snow . They pushed on a little farther and then  camped ; and with branches from the last camp that they had heaped on  their horses they made another great fire and , huddling round it in the  blankets that they had brought , found warmth even there so far from the  hearths of men .  And dawn and the cold woke them all on that treeless slope by barely  warm embers . Morano cooked again and they ate in silence . And then the  four knights rose sadly and one bowed and told Rodriguez how they must  now go back to their own country . And grief seized on Rodriguez at his  words , seeing that he was to lose four old friends at once and perhaps  for ever , for when men have fought under the same banner in war they  become old friends on that morning .  "" Señors , "" said Rodriguez , "" we may never meet again ! ""  And the other looked back to the peaks beyond which the far lands lay ,  and made a
"	0
" “ No ! ” he replied firmly . “ I did n’t do anything of the kind . I drank too  much ! Much too much . Lots and lots too much ! And , what ’s more , I ’m  going to do it again ! I ’m going to do it every night . If ever you see  me sober , old top , ” he said , with a kind of holy exaltation , “ tap me on  the shoulder and say , ‘ Tut ! Tut ! ’ and I ’ll apologize and remedy the  defect . ”  “ But I say , you know , what about me ? ”  “ What about you ? ”  “ Well , I ’m so to speak , as it were , kind of responsible for you . What I  mean to say is , if you go doing this sort of thing I ’m apt to get in  the soup somewhat . ”  “ I ca n’t help your troubles , ” said Motty firmly . “ Listen to me , old  thing : this is the first time in my life that I ’ve had a real chance to  yield to the temptations of a great city . What ’s the use of a great  city having temptations if fellows do n’t yield to them ? Makes it so  bally discouraging for a great city . Besides , mother told me to keep my  eyes open and collect impressions . ”  I sat on the edge of the bed . I felt dizzy .  “ I know just how you feel , old dear , ” said Motty consolingly . “ And , if  my principles would permit it , I would simmer down for your sake . But  duty first ! This is the first time I ’ve been let out alone , and I mean  to make the most of it . We ’re only young once . Why interfere with  life ’s morning ? Young man , rejoice in thy youth ! Tra - la ! What ho ! ”  Put like that , it did seem reasonable .  “ All my bally life , dear boy , ” Motty went on , “ I ’ve been cooped up in  the ancestral home at Much Middlefold , in Shropshire , and till you ’ve  been cooped up in Much Middlefold you do n’t know what cooping is ! The  only time we get any excitement is when one of the choir - boys is caught  sucking chocolate during the sermon . When that happens , we talk about  it for days . I ’ve got about a month of New York , and I mean to store up  a few happy memories
"	0
"  But come now , let us be doing , and begin to  quarter this little land as the kestrel doth the water - meadow ; and leave  we our armour , lest we weary us , for we shall have no need for hard  strokes .  We hung up there on the tree helm and shield and hauberk , and all our  defences , and went our ways quartering the isle ; and the work was  toilsome , but we rested not till the time was come to keep tryst with the  lady ; and all that while we found no sign of the darling ones : and the  isle was everywhere a meadow as fair as a garden , with little copses of  sweet - growing trees here and there , and goodly brooks of water , but no  tillage anywhere : wild things , as hart and buck and roe , we came upon ,  and smaller deer withal , but all unhurtful to man ; but of herding was no  token .  Came we then back to that lordly perron , and there , at the foot thereof ,  stood the witch - wife , and received us joyously ; clad was she all  gloriously in red scarlet broidered and begemmed ; her arms bare and her  feet sandalled , and her yellow hair hanging down from under its garland ;  and certainly it was so that she had grown fairer , and was sleek and  white and well - shapen , and well - haired ; yet by all that , the visage of  her was little bettered , and unto me she was loathsome .  Now the feast went much as the earlier meal had done ; and Baudoin was  surly and Arthur blithe and buxom ; and nought befell to tell of , save  that dishes and meats , and flasks and cups , and all things came upon the  board as if they were borne thereon by folk unseen ; and thereat we  wondered not much , considering in what wonder - house we were .   But the  lady - witch looked on us and smiled , and said : Knights , ye marvel at the  manner of our service , but call to mind that we told you this morning  that we were enough for Ourselves , and we have so dight our days here  that whoso is our friend on this Isle of Increase shall lack nothing .  Fear not , therefore , to see aught ugly in our servants as now unseen , if  their shapes were made manifest unto you .  All things were we heedful to note at this banquet ; but when it was over ,  then came music into the hall from
"	0
" “ Entirely tranquil in intellect -- for the possibility of King - y - Yang ’s  intention being in any way other than what he had represented it to  be did not arise within Sen ’s ingenuous mind -- the person in question  cheerfully set forth on his long but unavoidable march towards the  region of Yun . As he journeyed along the way , the nature of his  meditation brought up before him the events which had taken place since  his arrival at Hankow ; and , for the first time , it was brought within  his understanding that the story of the youth and the three tigers ,  which his father had related to him , was in the likeness of a proverb ,  by which counsel and warning is conveyed in a graceful and inoffensive  manner . Readily applying the fable to his own condition , he could not  doubt but that the first two animals to be overthrown were represented  by the two undertakings which he had already conscientiously performed  in the matter of the mechanical ducks and the inlaid boxes , and the  conviction that he was even then engaged on the third and last trial  filled him with an intelligent gladness so unobtrusive and refined that  he could express his entrancing emotions in no other way than by lifting  up his voice and uttering the far - reaching cries which he had used on  the first of the occasions just referred to .  “ In this manner the first part of the journey passed away with engaging  celerity . Anxious as Sen undoubtedly was to complete the third task , and  approach the details which , in his own case , would correspond with the  command of the bowmen and the marriage with the Mandarin ’s daughter of  the person in the story , the noontide heat compelled him to rest in the  shade by the wayside for a lengthy period each day . During one of  these pauses it occurred to his versatile mind that the time which was  otherwise uselessly expended might be well disposed of in endeavouring  to increase the value and condition of the creatures under his care by  instructing them in the performance of some simple accomplishments ,  such as might not be too laborious for their feeble and immature  understanding . In this he was more successful than he had imagined could  possibly be the case , for the discriminating insects , from the first ,  had every appearance of recognizing that Sen was inspired by a sincere  regard for their ultimate benefit , and was not merely using them for  his own advancement . So assiduously did they devote themselves to their  allotted tasks , that in a very short space
"	0
"""  The king was astonished at his words , but commanded the magicians to come  and sit down before Merlin , who cried to them--  "" Because ye know not what it is that hinders the foundation of the castle ,  ye have advised my blood for a cement to it , as if that would avail ; but  tell me now rather what there is below that ground , for something there is  surely underneath that will not suffer the tower to stand ? ""  The wizards at these words began to fear , and made no answer . Then said  Merlin to the king--  "" I pray , Lord , that workmen may be ordered to dig deep down into the  ground till they shall come to a great pool of water . ""  This then was done , and the pool discovered far beneath the surface of the  ground .  Then , turning again to the magicians , Merlin said , "" Tell me now , false  sycophants , what there is underneath that pool?""--but they were silent .  Then said he to the king , "" Command this pool to be drained , and at the  bottom shall be found two dragons , great and huge , which now are sleeping ,  but which at night awake and fight and tear each other . At their great  struggle all the ground shakes and trembles , and so casts down thy towers ,  which , therefore , never yet could find secure foundations . ""  The king was amazed at these words , but commanded the pool to be forthwith  drained ; and surely at the bottom of it did they presently discover the  two dragons , fast asleep , as Merlin had declared .  But Vortigern sat upon the brink of the pool till night to see what else  would happen .  Then those two dragons , one of which was white , the other red , rose up and  came near one another , and began a sore fight , and cast forth fire with  their breath . But the white dragon had the advantage , and chased the other  to the end of the lake . And he , for grief at his flight , turned back upon  his foe , and renewed the combat , and forced him to retire in turn . But in  the end the red dragon was worsted , and the white dragon disappeared no  man knew where .  When their battle was done , the king desired Merlin to tell him what it  meant . Whereat he , bursting into tears , cried out this prophecy , which  first foretold the coming of King Arthur .  "" Woe to the red dragon ,
"	0
"We talked about this matter when we met , and  it impressed her very much . ”  “ Do you believe all this ? ” asked Muishkin , looking curiously at his  companion .  “ I both believe it and explain it . I am but a poor creature , a beggar ,  an atom in the scale of humanity . Who has the least respect for  Lebedeff ? He is a target for all the world , the butt of any fool who  chooses to kick him . But in interpreting revelation I am the equal of  anyone , great as he may be ! Such is the power of the mind and the  spirit . I have made a lordly personage tremble , as he sat in his  armchair ... only by talking to him of things concerning the spirit . Two  years ago , on Easter Eve , His Excellency Nil Alexeyovitch , whose  subordinate I was then , wished to hear what I had to say , and sent a  message by Peter Zakkaritch to ask me to go to his private room . ‘ They  tell me you expound the prophecies relating to Antichrist , ’ said he ,  when we were alone . ‘ Is that so ? ’ ‘ Yes , ’ I answered unhesitatingly , and  I began to give some comments on the Apostle ’s allegorical vision . At  first he smiled , but when we reached the numerical computations and  correspondences , he trembled , and turned pale . Then he begged me to  close the book , and sent me away , promising to put my name on the  reward list . That took place as I said on the eve of Easter , and eight  days later his soul returned to God . ”  “ What ? ”  “ It is the truth . One evening after dinner he stumbled as he stepped  out of his carriage . He fell , and struck his head on the curb , and died  immediately . He was seventy - three years of age , and had a red face , and  white hair ; he deluged himself with scent , and was always smiling like  a child . Peter Zakkaritch recalled my interview with him , and said ,  ‘ _ you foretold his death . _ ’ ”  The prince rose from his seat , and Lebedeff , surprised to see his guest  preparing to go so soon , remarked : “ You are not interested ? ” in a  respectful tone .  “ I am not very well , and my head aches . Doubtless the effect of the  journey , ” replied the prince , frowning .  “ You should go into the
"	0
"""  Then Sir Bors prayed his brother to abate his anger , and said , "" Fair  brother , remember the love that should be between us twain . ""  But Sir Lionel would not hear , and prepared to fight and mounted his horse  and came before him , crying , "" Sir Bors , keep thee from me , for I shall do  to thee as a felon and a traitor ; therefore , start upon thy horse , for if  thou wilt not , I will run upon thee as thou standest . ""  But for all his words Sir Bors would not defend himself against his  brother . And anon the fiend stirred up Sir Lionel to such rage , that he  rushed over him and overthrew him with his horse 's hoofs , so that he lay  swooning on the ground . Then would he have rent off his helm and slain  him , but the hermit of that place ran out , and prayed him to forbear , and  shielded Sir Bors with his body .  Then Sir Lionel cried out , "" Now , God so help me , sir priest , but I shall  slay thee else thou depart , and him too after thee . ""  And when the good man utterly refused to leave Sir Bors , he smote him on  the head until he died , and then he took his brother by the helm and  unlaced it , to have stricken off his head , and so he would have done , but  suddenly was pulled off backwards by a knight of the Round Table , who , by  the will of Heaven , was passing by that place -- Sir Colgrevance by name .  "" Sir Lionel , "" he cried , "" will ye slay your brother , one of the best  knights of all the world ? That ought no man to suffer . ""  "" Why , "" said Sir Lionel , "" will ye hinder me and meddle in this strife ?  beware , lest I shall slay both thee and him . ""  And when Sir Colgrevance refused to let them be , Sir Lionel defied him ,  and gave him a great stroke through the helmet , whereat Sir Colgrevance  drew his sword , and smote again right manfully . And so long they fought  together that Sir Bors awoke from his swoon , and tried to rise and part  them , but had no strength to stand upon his feet .  Anon Sir Colgrevance saw him , and cried out to him for help , for now Sir  Lionel had nigh defeated him . When Sir Bors heard that , he struggled to  his feet , and put his
"	0
" Like so many scenes of childhood , the room of the clocks was sharply  stamped on Betty 's memory , and , as she came into it now , it seemed to  her that nothing had changed . There were the clocks , all round the  walls , of every shape and size , the big clocks with the human faces and  the small , perky clocks . There was the dingy , medium - sized clock that  held the trumpeter . And there , looking at her with just the old  sandy - cat expression in her pale eyes , was Mrs. Oakley .  Even the possession of an income of eighteen million dollars and a  unique collection of clocks can not place a woman above the making of  the obvious remark .  "" How you have grown ! "" said Mrs. Oakley .  The words seemed to melt the chill that had gathered around Betty 's  heart . She had been prepared to enter into long explanations , and the  knowledge that these would not be required was very comforting .  "" Do you remember me ? "" she exclaimed .  "" You are the little girl who clapped her hands at the trumpeter , but  you are not little now . ""  "" I 'm not so very big , "" said Betty , smiling . She felt curiously at home ,  and pity for the loneliness of this strange old woman caused her to  forget her own troubles .  "" You look pretty when you smile , "" said Mrs. Oakley thoughtfully . She  continued to look closely at her . "" You are in trouble , "" she said .  Betty met her eyes frankly .  "" Yes , "" she said .  The old woman bent her head over a Sevres china clock , and stroked it  tenderly with her feather duster .  "" Why did you run away ? "" she asked without looking up .  Betty had a feeling that the ground was being cut from beneath her  feet . She had expected to have to explain who she was and why she had  come , and behold , both were unnecessary . It was uncanny . And then the  obvious explanation occurred to her .  "" Did my stepfather cable ? "" she asked .  Mrs. Oakley laid down the feather duster and , opening a drawer ,  produced some sheets of paper -- to the initiated eye plainly one of Mr.  Scobell 's lengthy messages .  "" A wickedly extravagant cable , "" she said , frowning at it . "" He could  have expressed himself perfectly well at a quarter of the expense . ""  Betty began to read . The
"	0
"She did surprise two of them so much that Meg started as  if she had seen a ghost , and Mr. Brooke vanished into the study .  “ Bless me , what ’s all this ? ” cried the old lady with a rap of her cane  as she glanced from the pale young gentleman to the scarlet young lady .  “ It ’s Father ’s friend . I ’m so surprised to see you ! ” stammered Meg ,  feeling that she was in for a lecture now .  “ That ’s evident , ” returned Aunt March , sitting down . “ But what is  Father ’s friend saying to make you look like a peony ? There ’s mischief  going on , and I insist upon knowing what it is , ” with another rap .  “ We were only talking . Mr. Brooke came for his umbrella , ” began Meg ,  wishing that Mr. Brooke and the umbrella were safely out of the house .  “ Brooke ? That boy ’s tutor ? Ah ! I understand now . I know all about it .  Jo blundered into a wrong message in one of your Father ’s letters , and  I made her tell me . You have n’t gone and accepted him , child ? ” cried  Aunt March , looking scandalized .  “ Hush ! He ’ll hear . Sha n’t I call Mother ? ” said Meg , much troubled .  “ Not yet . I ’ve something to say to you , and I must free my mind at  once . Tell me , do you mean to marry this Cook ? If you do , not one penny  of my money ever goes to you . Remember that , and be a sensible girl , ”  said the old lady impressively .  Now Aunt March possessed in perfection the art of rousing the spirit of  opposition in the gentlest people , and enjoyed doing it . The best of us  have a spice of perversity in us , especially when we are young and in  love . If Aunt March had begged Meg to accept John Brooke , she would  probably have declared she could n’t think of it , but as she was  preemptorily ordered not to like him , she immediately made up her mind  that she would . Inclination as well as perversity made the decision  easy , and being already much excited , Meg opposed the old lady with  unusual spirit .  “ I shall marry whom I please , Aunt March , and you can leave your money  to anyone you like , ” she said , nodding her head with a resolute air .  “ Highty - tighty ! Is that the way
"	0
" When the sisters rose , arm in arm , through the water , their youngest  sister would stand quite alone , looking after them , ready to cry -- only ,  since mermaids have no tears , she suffered more acutely .  "" Oh , were I but fifteen years old ! "" said she . "" I know that I shall love  the world up there , and all the people who live in it . ""  At last she reached her fifteenth year .  "" Well , now you are grown up , "" said the old dowager , her grandmother .  "" Come , and let me adorn you like your sisters . "" And she placed in her  hair a wreath of white lilies , of which every flower leaf was half a  pearl . Then the old lady ordered eight great oysters to attach  themselves to the tail of the princess to show her high rank .  "" But they hurt me so , "" said the little mermaid .  "" Yes , I know ; pride must suffer pain , "" replied the old lady .  Oh , how gladly she would have shaken off all this grandeur and laid  aside the heavy wreath ! The red flowers in her own garden would have  suited her much better . But she could not change herself , so she said  farewell and rose as lightly as a bubble to the surface of the water .  The sun had just set when she raised her head above the waves . The  clouds were tinted with crimson and gold , and through the glimmering  twilight beamed the evening star in all its beauty . The sea was calm ,  and the air mild and fresh . A large ship with three masts lay becalmed  on the water ; only one sail was set , for not a breeze stirred , and the  sailors sat idle on deck or amidst the rigging . There was music and song  on board , and as darkness came on , a hundred colored lanterns were  lighted , as if the flags of all nations waved in the air .  The little mermaid swam close to the cabin windows , and now and then , as  the waves lifted her up , she could look in through glass window - panes  and see a number of gayly dressed people .  Among them , and the most beautiful of all , was a young prince with  large , black eyes . He was sixteen years of age , and his birthday was  being celebrated with great display . The sailors were dancing on deck ,  and when the prince came out of the cabin , more than a hundred rockets 
"	0
"  And towards morning Rhiannon  awoke , and she said , "" Women , where is my son ? ""   "" Lady , "" said they , "" ask  us not concerning thy son , we have nought but the blows and the bruises  we got by struggling with thee , and of a truth we never saw any woman so  violent as thou , for it was of no avail to contend with thee .   Hast thou  not thyself devoured thy son ?   Claim him not therefore of us . ""   "" For  pity 's sake , "" said Rhiannon ; "" The Lord God knows all things .   Charge me  not falsely . { 30 }   If you tell me this from fear , I assert before Heaven  that I will defend you . ""   "" Truly , "" said they , "" we would not bring evil on  ourselves for any one in the world . ""   "" For pity 's sake , "" said Rhiannon ;  "" you will receive no evil by telling the truth . ""   But for all her words ,  whether fair or harsh , { 31a } she received but the same answer from the  women .  And Pwyll the chief of Annwvyn arose , and his household , and his hosts .  And this occurrence could not be concealed , but the story went forth  throughout the land , and all the nobles heard it .   Then the nobles came  to Pwyll , and besought him to put away his wife , because of the great  { 31b } crime which she had done .   But Pwyll answered them , that they had  no cause wherefore they might ask him to put away his wife , save for her  having no children .   "" But children has she now had , therefore will I not  put her away , if she has done wrong , let her do penance for it . ""  So Rhiannon sent for the teachers and the wise men , and as she preferred  doing penance to contending with the women , she took upon her a penance .  And the penance that was imposed upon her was , that she should remain in  that palace of Narberth until the end of seven years , and that she should  sit every day near unto a horse - block that was without the gate .   And  that she should relate the story to all who should come there , whom she  might suppose not to know it already ; and that she should offer the  guests and strangers , if they would permit her , to carry them upon her  back into the palace .
"	0
"""  The old man smiled on her kindly , and said : "" Well , my child , if that be  so , go and live in the present , and you will soon shake it off . "" Then he  turned to me , and said : "" Do you remember anything like that , guest , in  the country from which you come ? ""  The lovers had turned aside now , and were talking together softly , and  not heeding us ; so I said , but in a low voice : "" Yes , when I was a happy  child on a sunny holiday , and had everything that I could think of . ""  "" So it is , "" said he .   "" You remember just now you twitted me with living  in the second childhood of the world .   You will find it a happy world to  live in ; you will be happy there -- for a while . ""  Again I did not like his scarcely veiled threat , and was beginning to  trouble myself with trying to remember how I had got amongst this curious  people , when the old man called out in a cheery voice : "" Now , my children ,  take your guest away , and make much of him ; for it is your business to  make him sleek of skin and peaceful of mind : he has by no means been as  lucky as you have .   Farewell , guest ! "" and he grasped my hand warmly .  "" Good - bye , "" said I , "" and thank you very much for all that you have told  me .   I will come and see you as soon as I come back to London .   May I ? ""  "" Yes , "" he said , "" come by all means -- if you can . ""  "" It wo n't be for some time yet , "" quoth Dick , in his cheery voice ; "" for  when the hay is in up the river , I shall be for taking him a round  through the country between hay and wheat harvest , to see how our friends  live in the north country .   Then in the wheat harvest we shall do a good  stroke of work , I should hope,--in Wiltshire by preference ; for he will  be getting a little hard with all the open - air living , and I shall be as  tough as nails . ""  "" But you will take me along , wo n't you , Dick ? "" said Clara , laying her  pretty hand on his shoulder .  "" Will I not ? "" said Dick ,
"	0
"“ If I claim full justice for my  art , it is because it is an impersonal thing — a thing beyond myself .  Crime is common . Logic is rare . Therefore it is upon the logic rather  than upon the crime that you should dwell . You have degraded what  should have been a course of lectures into a series of tales . ”  It was a cold morning of the early spring , and we sat after breakfast  on either side of a cheery fire in the old room at Baker Street . A  thick fog rolled down between the lines of dun - coloured houses , and the  opposing windows loomed like dark , shapeless blurs through the heavy  yellow wreaths . Our gas was lit and shone on the white cloth and  glimmer of china and metal , for the table had not been cleared yet .  Sherlock Holmes had been silent all the morning , dipping continuously  into the advertisement columns of a succession of papers until at last ,  having apparently given up his search , he had emerged in no very sweet  temper to lecture me upon my literary shortcomings .  “ At the same time , ” he remarked after a pause , during which he had sat  puffing at his long pipe and gazing down into the fire , “ you can hardly  be open to a charge of sensationalism , for out of these cases which you  have been so kind as to interest yourself in , a fair proportion do not  treat of crime , in its legal sense , at all . The small matter in which I  endeavoured to help the King of Bohemia , the singular experience of  Miss Mary Sutherland , the problem connected with the man with the  twisted lip , and the incident of the noble bachelor , were all matters  which are outside the pale of the law . But in avoiding the sensational ,  I fear that you may have bordered on the trivial . ”  “ The end may have been so , ” I answered , “ but the methods I hold to have  been novel and of interest . ”  “ Pshaw , my dear fellow , what do the public , the great unobservant  public , who could hardly tell a weaver by his tooth or a compositor by  his left thumb , care about the finer shades of analysis and deduction !  But , indeed , if you are trivial , I can not blame you , for the days of  the great cases are past . Man , or at least criminal man , has lost all  enterprise and originality . As to my own little practice , it seems to 
"	0
"And the wolf and the fox and the owl , and the  great beasts and the small , lift up their voices to acclaim  Wohoon . And there arise the sounds of voices and the stirring of  leaves .  THE REVOLT OF THE HOME GODS  There be three broad rivers of the plain , born before memory or  fable , whose mothers are three grey peaks and whose father was the  storm . There names be Eimës , Zänës , and Segástrion .  And Eimës is the joy of lowing herds ; and Zänës hath bowed his  neck to the yoke of man , and carries the timber from the forest  far up below the mountain ; and Segástrion sings old songs to  shepherd boys , singing of his childhood in a lone ravine and of  how he once sprang down the mountain sides and far away into the  plain to see the world , and of how one day at last he will find  the sea . These be the rivers of the plain , wherein the plain  rejoices . But old men tell , whose fathers heard it from the  ancients , how once the lords of the three rivers of the plain  rebelled against the law of the Worlds , and passed beyond their  boundaries , and joined together and whelmed cities and slew men ,  saying : "" We now play the game of the gods and slay men for our  pleasure , and we be greater than the gods of Pegana . ""  And all the plain was flooded to the hills .  And Eimës , Zänës , and Segástrion sat upon the mountains , and  spread their hands over their rivers that rebelled by their  command .  But the prayer of men going upward found Pegana , and cried in the  ear of the gods : "" There be three home gods who slay us for their  pleasure , and say that they be mightier than Pegana 's gods , and  play Their game with men . ""  Then were all the gods of Pegana very wroth ; but They could not  whelm the lords of the three rivers , because being home gods ,  though small , they were immortal .  And still the home gods spread their hands across their rivers ,  with their fingers wide apart , and the waters rose and rose , and  the voice of their torrent grew louder , crying : "" Are we not Eimës ,  Zänës , and Segástrion ? ""  Then Mung went down into a waste of Afrik , and came upon the  drought Umbool as he sat in the desert upon iron rocks , clawing  with miserly grasp at the bones of men and
"	0
